row,col,NDVI,NDVI_log1p,NDVI_log1p_01,region,NDVI_01,NDVI_rescaled,NDVI_rescaledf_log1p,obs_sample_row,chl_a,chl_a_log1p,transect_name,mat_type,afdm,Ef_scores
2182,1417,0.3363215923309326,0.2899207589703252,0.450267260894638,canada_huey,0.259374805410953,38.906220811642946,3.6865322218093457,162,2.899356417,1.3608115182360396,Canada Gauge,orange,5.418502203,0.9321106188217932
1094,504,0.33012855052948,0.28527559209635756,0.4389633079073907,delta_harnish_crescent_vg,0.24583253189663742,36.87487978449561,3.6342880898177796,205,0.283,0.24920108563349935,Von Guerard Middle,black,14,0.2571024085464416
499,895,0.3290612995624542,0.28447290324411767,0.4370099750572929,delta_harnish_crescent_vg,0.2434987829946858,36.52481744920287,3.6250025127296213,203,0.377,0.3199072197465178,Delta Gauge,orange,1.3,1.6819005503697912
1480,1541,0.32627150416374207,0.2823716250756746,0.43189654204752864,canada_huey,0.23739836036723358,35.609754055085034,3.6003147091386705,214,0.088,0.08434114843375087,Canada Delta,black,8.36,0.375855228769569
859,756,0.3249877393245697,0.28140320605542574,0.4295399069956863,delta_harnish_crescent_vg,0.23459116236381372,35.18867435457206,3.5887462067464764,17,25.59446469,3.2807030997721154,Von Guerard Middle,orange,22.20264317,-0.450836285699999
1479,1541,0.31934040784835815,0.2771319206871436,0.41914578977489025,canada_huey,0.2222421891243756,33.33632836865634,3.5362039297953927,208,0.179,0.16466662155523387,Canada Gauge,black,14.08,0.3179947404607836
697,448,0.3190557360649109,0.2769161291463557,0.4186206638755857,delta_harnish_crescent_vg,0.22161969967947204,33.24295495192081,3.533480848715721,136,4.817985921,1.760954140166335,Delta Gauge,orange,4.537444934,0.6438776760412493
1319,471,0.3175044357776642,0.275739368241879,0.4157570315664899,delta_harnish_crescent_vg,0.21822748411460963,32.734122617191446,3.518509865654362,13,26.13778672,3.3009271006023044,Delta Gauge,black,17.31277533,-1.941133724388251
860,757,0.31687912344932556,0.27526463680963004,0.4146017788194283,delta_harnish_crescent_vg,0.21686011879499417,32.52901781924913,3.512411267452892,148,3.767,1.5617171762226887,Von Guerard Middle,orange,4.79,0.7873931459782209
1317,470,0.315741628408432,0.27440048263104017,0.4124988708995306,delta_harnish_crescent_vg,0.2143727677550989,32.15591516326484,3.5012211370115907,58,12.154,2.5767258948791594,Delta Gauge,orange,0.8,0.05625646147569513
1792,177,0.31459495425224304,0.27352859860191026,0.41037715248918677,delta_harnish_crescent_vg,0.2118653448193671,31.779801722905066,3.489812524575763,186,1.398548612,0.8748638094218872,Von Guerard Lower,orange,1.806167401,1.2821511555516332
1478,1541,0.31260553002357483,0.27201411607891285,0.40669167902731573,canada_huey,0.20751508723926942,31.127263085890412,3.469704986987561,88,8.504008811,2.251713689703193,Canada Gauge,orange,2.995594714,0.29037104763388166
858,756,0.31198570132255554,0.271541792080311,0.4055422847386271,delta_harnish_crescent_vg,0.2061597129223615,30.923956938354223,3.463356729132832,61,11.47452766,2.523688777994912,Delta Gauge,black,24.62555066,-1.381269124395782
2172,1411,0.31090718507766724,0.2707194052331274,0.4035410170748125,canada_huey,0.20380133033006506,30.57019954950976,3.452213623408643,7,35.53283132,3.598211344510518,Canada Gauge,black,16.51982379,-2.1552751523885902
1316,470,0.30823707580566406,0.26868048722704974,0.3985793367066178,delta_harnish_crescent_vg,0.19796262437040313,29.694393655560468,3.424080020833901,118,6.241338786,1.9798061044962882,Delta Gauge,orange,6.740088106,0.48623302072354196
867,748,0.30815303325653076,0.2686162440938326,0.3984230018800458,delta_harnish_crescent_vg,0.19777884922021174,29.666827383031762,3.4231815291182337,184,1.671,0.9824529341278239,Delta Upper,orange,14.8,1.2046519631997197
689,448,0.30760082602500916,0.2681940275784938,0.3973955434981788,delta_harnish_crescent_vg,0.1965713422138656,29.48570133207984,3.417257764903903,5,37.40102143,3.6480840589794976,Von Guerard Middle,black,22.2907489,-2.19119974144262
