scenario_id,sim_file_name,sim_id,niche_scaling,nu,w,m_black_mats,m_other,proportion_black_mats,proportion_orange_mats,proportion_red_mats,proportion_green_mats,proportion_biomass_black_mats,proportion_biomass_orange_mats,proportion_biomass_red_mats,proportion_biomass_green_mats,m_ratio_black_over_other
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-4153_2019-08-30_054840_20190830_055102.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-4153_2019-08-30_054840_20190830_055102,4,1e-05,10,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-5121_2019-08-30_084046_20190830_084321.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-5121_2019-08-30_084046_20190830_084321,4,1e-05,10,0.5,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-5844_2019-08-30_104840_20190830_105101.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-5844_2019-08-30_104840_20190830_105101,4,1e-05,10,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7346_2019-08-30_151259_20190830_151523.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7346_2019-08-30_151259_20190830_151523,4,1e-05,10,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7534_2019-08-30_154624_20190830_154855.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7534_2019-08-30_154624_20190830_154855,4,1e-05,10,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7713_2019-08-30_161745_20190830_162009.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-7713_2019-08-30_161745_20190830_162009,4,1e-05,10,0.005,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9294_2019-08-30_205209_20190830_205430.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9294_2019-08-30_205209_20190830_205430,4,1e-05,10,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9796_2019-08-30_222126_20190830_222351.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9796_2019-08-30_222126_20190830_222351,4,1e-05,10,0.009,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1.7999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9943_2019-08-30_224513_20190830_224737.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10_rep-9943_2019-08-30_224513_20190830_224737,4,1e-05,10,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-102_2019-08-29_175717_20190829_175943.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-102_2019-08-29_175717_20190829_175943,4,1e-05,100,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-1487_2019-08-29_220035_20190829_220312.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-1487_2019-08-29_220035_20190829_220312,4,1e-05,100,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-2982_2019-08-30_022222_20190830_022452.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-2982_2019-08-30_022222_20190830_022452,4,1e-05,100,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-3382_2019-08-30_033341_20190830_033605.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-3382_2019-08-30_033341_20190830_033605,4,1e-05,100,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-4035_2019-08-30_052741_20190830_053001.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-4035_2019-08-30_052741_20190830_053001,4,1e-05,100,0.009,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1.7999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-4967_2019-08-30_081413_20190830_081646.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-4967_2019-08-30_081413_20190830_081646,4,1e-05,100,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-536_2019-08-29_191209_20190829_191431.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-536_2019-08-29_191209_20190829_191431,4,1e-05,100,0.5,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-6892_2019-08-30_135421_20190830_135642.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-100_rep-6892_2019-08-30_135421_20190830_135642,4,1e-05,100,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-1044_2019-08-29_204116_20190829_204335.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-1044_2019-08-29_204116_20190829_204335,4,1e-05,1000,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-2729_2019-08-30_013747_20190830_014023.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-2729_2019-08-30_013747_20190830_014023,4,1e-05,1000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-295_2019-08-29_183048_20190829_183320.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-295_2019-08-29_183048_20190829_183320,4,1e-05,1000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-303_2019-08-29_183324_20190829_183548.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-303_2019-08-29_183324_20190829_183548,4,1e-05,1000,0.005,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-3649_2019-08-30_042117_20190830_042351.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-3649_2019-08-30_042117_20190830_042351,4,1e-05,1000,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4250_2019-08-30_060707_20190830_060928.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4250_2019-08-30_060707_20190830_060928,4,1e-05,1000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-437_2019-08-29_185642_20190829_185913.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-437_2019-08-29_185642_20190829_185913,4,1e-05,1000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4558_2019-08-30_070005_20190830_070227.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4558_2019-08-30_070005_20190830_070227,4,1e-05,1000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4857_2019-08-30_075257_20190830_075531.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-4857_2019-08-30_075257_20190830_075531,4,1e-05,1000,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-5523_2019-08-30_095229_20190830_095453.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-5523_2019-08-30_095229_20190830_095453,4,1e-05,1000,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-5600_2019-08-30_100601_20190830_100823.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-5600_2019-08-30_100601_20190830_100823,4,1e-05,1000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-6213_2019-08-30_115527_20190830_115751.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-6213_2019-08-30_115527_20190830_115751,4,1e-05,1000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-7379_2019-08-30_151809_20190830_152035.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-7379_2019-08-30_151809_20190830_152035,4,1e-05,1000,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-7897_2019-08-30_164909_20190830_165133.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1000_rep-7897_2019-08-30_164909_20190830_165133,4,1e-05,1000,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-1826_2019-08-29_225833_20190829_230054.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-1826_2019-08-29_225833_20190829_230054,4,1e-05,10000,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-1955_2019-08-29_232221_20190829_232445.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-1955_2019-08-29_232221_20190829_232445,4,1e-05,10000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-2498_2019-08-30_005802_20190830_010036.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-2498_2019-08-30_005802_20190830_010036,4,1e-05,10000,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3086_2019-08-30_024044_20190830_024305.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3086_2019-08-30_024044_20190830_024305,4,1e-05,10000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3591_2019-08-30_041033_20190830_041307.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3591_2019-08-30_041033_20190830_041307,4,1e-05,10000,0.009,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1.7999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3854_2019-08-30_045551_20190830_045824.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-3854_2019-08-30_045551_20190830_045824,4,1e-05,10000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-4479_2019-08-30_064650_20190830_064912.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-4479_2019-08-30_064650_20190830_064912,4,1e-05,10000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-4913_2019-08-30_080337_20190830_080612.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-4913_2019-08-30_080337_20190830_080612,4,1e-05,10000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5088_2019-08-30_083530_20190830_083755.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5088_2019-08-30_083530_20190830_083755,4,1e-05,10000,0.01,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5471_2019-08-30_094150_20190830_094413.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5471_2019-08-30_094150_20190830_094413,4,1e-05,10000,0.5,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5752_2019-08-30_103247_20190830_103511.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5752_2019-08-30_103247_20190830_103511,4,1e-05,10000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5922_2019-08-30_110206_20190830_110444.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-5922_2019-08-30_110206_20190830_110444,4,1e-05,10000,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6147_2019-08-30_114220_20190830_114453.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6147_2019-08-30_114220_20190830_114453,4,1e-05,10000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6214_2019-08-30_115527_20190830_115800.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6214_2019-08-30_115527_20190830_115800,4,1e-05,10000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6964_2019-08-30_140737_20190830_141007.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-6964_2019-08-30_140737_20190830_141007,4,1e-05,10000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-7898_2019-08-30_164909_20190830_165142.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-7898_2019-08-30_164909_20190830_165142,4,1e-05,10000,0.009,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1.7999999999999998
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-9829_2019-08-30_222643_20190830_222917.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-10000_rep-9829_2019-08-30_222643_20190830_222917,4,1e-05,10000,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1135_2019-08-29_205708_20190829_205941.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1135_2019-08-29_205708_20190829_205941,4,1e-05,1e+05,0.1,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,20
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1186_2019-08-29_210739_20190829_211005.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1186_2019-08-29_210739_20190829_211005,4,1e-05,1e+05,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1219_2019-08-29_211253_20190829_211526.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-1219_2019-08-29_211253_20190829_211526,4,1e-05,1e+05,0.09,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,18
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-3102_2019-08-30_024324_20190830_024556.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-3102_2019-08-30_024324_20190830_024556,4,1e-05,1e+05,0.5,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-4001_2019-08-30_052224_20190830_052447.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-4001_2019-08-30_052224_20190830_052447,4,1e-05,1e+05,0.05,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-4610_2019-08-30_071034_20190830_071256.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-4610_2019-08-30_071034_20190830_071256,4,1e-05,1e+05,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-5921_2019-08-30_110206_20190830_110428.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-5921_2019-08-30_110206_20190830_110428,4,1e-05,1e+05,0.9,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,180
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-72_2019-08-29_175212_20190829_175439.rda,SIM_METACOMM_nicheScaling-4_m-0.005_nu-1e-05_w-1e+05_rep-72_2019-08-29_175212_20190829_175439,4,1e-05,1e+05,0.001,0.005,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,0.2
